-10.6599000000 ,11.5721000000 ,
-10.6308000000 ,11.2227000000 ,
-10.6016000000 ,10.8734000000 ,
-10.5725000000 ,10.5240000000 ,
-10.5434000000 ,10.1747000000 ,
-10.5143000000 ,9.8253300000 ,
-10.4852000000 ,9.4226100000 ,
-10.4512000000 ,9.0732700000 ,
-10.4221000000 ,8.7239200000 ,
-10.3930000000 ,8.3745800000 ,
-10.3590000000 ,8.0252300000 ,
-10.3299000000 ,7.6758900000 ,
-10.3008000000 ,7.3265400000 ,
-10.2669000000 ,6.9772000000 ,
-10.2377000000 ,6.6278500000 ,
-10.2086000000 ,6.2785100000 ,
-10.1795000000 ,5.9291600000 ,
-10.1456000000 ,5.5798200000 ,
-10.1116000000 ,5.2304700000 ,
-10.0776000000 ,4.8811300000 ,
-10.0437000000 ,4.5317800000 ,
-10.0097000000 ,4.1824400000 ,
-9.9757400000 ,3.8330900000 ,
-9.9417800000 ,3.4837500000 ,
-9.9029600000 ,3.1392500000 ,
-9.8641400000 ,2.7947600000 ,
-9.8253300000 ,2.4502700000 ,
-9.7865100000 ,2.1057700000 ,P8
-9.7331400000 ,1.7612800000 ,
-9.6409500000 ,1.4216400000 ,
-9.4856900000 ,1.1062600000 ,
-9.2576400000 ,0.8539540000 ,
-8.9665200000 ,0.6841340000 ,
-8.6268800000 ,0.5967980000 ,
