7,0.6,20
7,0.8,30
7,1.2,40
7,1.4,50
7,1.6,50
7,1.8,60
7,2.2,70
7,2.4,80
7,2.6,80
7,2.8,90
7,3,100
7,3.2,100
7.2,-5.8,-60
7.2,-4.8,-50
7.2,-4,-40
7.2,-3,-30
7.2,-2,-20
7.2,-1,-10
7.2,0.2,10
7.2,0.4,20
7.2,0.6,20
7.2,0.8,30
7.2,1.2,40
7.2,1.4,50
7.2,1.8,60
7.2,2,70
7.2,2.2,70
7.2,2.4,80
7.2,2.8,90
7.2,3,100
7.4,-5.8,-60
7.4,-4.8,-50
7.4,-4,-40
7.4,-3,-30
7.4,-2,-20
7.4,-1,-10
7.4,0.2,10
7.4,0.4,20
7.4,0.8,30
7.4,1,40
7.4,1.2,40
7.4,1.4,50
7.4,1.6,60
7.4,1.8,60
7.4,2,70
7.4,2.4,80
7.4,2.6,90
7.4,3,100
7.6,-5.8,-60
7.6,-4.8,-50
7.6,-4,-40
7.6,-3,-30
7.6,-2,-20
7.6,-1,-10
7.6,0.2,10
7.6,0.4,20
7.6,0.8,30
7.6,1,40
7.6,1.4,50
7.6,1.6,60
7.6,2,70
7.6,2.2,80
7.6,2.4,80
7.6,2.6,90
7.6,2.8,100
7.8,-5.8,-60
7.8,-4.8,-50
7.8,-4,-40
7.8,-3,-30
7.8,-2,-20
7.8,-1,-10
7.8,0.2,10
7.8,0.4,20
7.8,0.8,30
7.8,1,40
7.8,1.4,50
7.8,1.6,60
7.8,1.8,70
7.8,2,70
7.8,2.2,80
7.8,2.4,90
7.8,2.6,90
7.8,2.8,100
8,-5.8,-60
8,-4.8,-50
8,-4,-40
8,-3,-30
8,-2,-20
8,-1,-10
8,0.2,10
8,0.4,20
8,0.8,30
8,1,40
8,1.2,50
8,1.4,50
8,1.6,60
8,1.8,70
8,2.2,80
8,2.4,90
8,2.6,100
8,2.8,100
8.2,-5.8,-60
8.2,-4.8,-50
8.2,-4,-40
8.2,-3,-30
8.2,-2,-20
8.2,-1,-10
8.2,0.2,10
8.2,0.4,20
8.2,0.6,30
8.2,0.8,30
8.2,1,40
8.2,1.2,50
8.2,1.6,60
8.2,1.8,70
8.2,2,80
8.2,2.2,80
8.2,2.4,90
8.2,2.6,100
8.4,-5.8,-60
8.4,-4.8,-50
8.4,-4,-40
8.4,-3,-30
8.4,-2,-20
8.4,-1,-10
8.4,0.2,10
8.4,0.4,20
8.4,0.6,30
8.4,1,40
8.4,1.2,50
8.4,1.4,60
8.4,1.6,60
8.4,1.8,70
8.4,2,80
8.4,2.2,90
8.4,2.4,90
8.4,2.6,100
8.6,-5.8,-60
8.6,-4.8,-50
8.6,-4,-40
8.6,-3,-30
8.6,-2,-20
8.6,-1,-10
8.6,0.2,10
8.6,0.4,20
8.6,0.6,30
8.6,1,40
8.6,1.2,50
8.6,1.4,60
8.6,1.8,70
8.6,2,80
8.6,2.2,90
8.6,2.4,100
8.6,2.6,100
8.8,-5.8,-60
8.8,-4.8,-50
8.8,-4,-40
8.8,-3,-30
8.8,-2,-20
8.8,-1,-10
8.8,0.2,10
8.8,0.4,20
8.8,0.6,30
8.8,0.8,40
8.8,1,40
8.8,1.2,50
8.8,1.4,60
8.8,1.6,70
8.8,2,80
8.8,2.2,90
8.8,2.4,100
9,-5.8,-60
9,-4.8,-50
9,-4,-40
9,-3,-30
9,-2,-20
9,-1,-10
9,0.2,10
9,0.4,20
9,0.6,30
9,0.8,40
9,1.2,50
9,1.4,60
9,1.6,70
9,1.8,80
9,2,80
9,2.2,90
9,2.4,100
9.2,-5.8,-60
9.2,-4.8,-50
9.2,-4,-40
9.2,-3,-30
9.2,-2,-20
9.2,-1,-10
9.2,0.2,10
9.2,0.4,20
9.2,0.6,30
9.2,0.8,40
9.2,1,50
9.2,1.2,50
9.2,1.4,60
9.2,1.6,70
9.2,1.8,80
9.2,2,90
9.2,2.2,90
9.2,2.4,100
9.4,-5.8,-60
9.4,-4.8,-50
9.4,-4,-40
9.4,-3,-30
9.4,-2,-20
9.4,-1,-10
9.4,0,10
9.4,0.2,10
9.4,0.4,20
9.4,0.6,30
9.4,0.8,40
9.4,1,50
9.4,1.4,60
9.4,1.6,70
9.4,1.8,80
9.4,2,90
9.4,2.2,100
9.4,2.4,100
9.6,-5.8,-60
9.6,-4.8,-50
9.6,-4,-40
9.6,-3,-30
9.6,-2,-20
9.6,-1,-10
9.6,0,10
9.6,0.4,20
9.6,0.6,30
9.6,0.8,40
9.6,1,50
9.6,1.2,60
9.6,1.6,70
9.6,1.8,80
9.6,2,90
9.6,2.2,100
9.8,-5.8,-60
9.8,-4.8,-50
9.8,-4,-40
9.8,-3,-30
9.8,-2,-20
9.8,-1,-10
9.8,0,10
9.8,0.4,20
9.8,0.6,30
9.8,0.8,40
9.8,1,50
9.8,1.2,60
9.8,1.4,70
9.8,1.6,70
9.8,1.8,80
9.8,2,90
9.8,2.2,100
10,-5.8,-60
10,-4.8,-50
10,-4,-40
10,-3,-30
10,-2,-20
10,-1,-10
10,0,10
10,0.4,20
10,0.6,30
10,0.8,40
10,1,50
10,1.2,60
10,1.4,70
10,1.6,80
10,1.8,90
10,2,90
10,2.2,100
10.2,-5.8,-60
10.2,-4.8,-50
10.2,-4,-40
10.2,-3,-30
10.2,-2,-20
10.2,-1,-10
10.2,0,10
10.2,0.4,20
10.2,0.6,30
10.2,0.8,40
10.2,1,50
10.2,1.2,60
10.2,1.4,70
10.2,1.6,80
10.2,1.8,90
10.2,2,100
10.2,2.2,100
10.4,-5.8,-60
10.4,-4.8,-50
10.4,-4,-40
10.4,-3,-30
10.4,-2,-20
10.4,-1,-10
10.4,0,10
10.4,0.2,20
10.4,0.4,20
10.4,0.6,30
10.4,0.8,40
10.4,1,50
10.4,1.2,60
10.4,1.4,70
10.4,1.6,80
10.4,1.8,90
10.4,2,100
10.6,-5.8,-60
10.6,-4.8,-50
10.6,-4,-40
10.6,-3,-30
10.6,-2,-20
10.6,-1,-10
10.6,0,10
10.6,0.2,20
10.6,0.4,30
10.6,0.6,30
10.6,0.8,40
10.6,1,50
10.6,1.2,60
10.6,1.4,70
10.6,1.6,80
10.6,1.8,90
10.6,2,100
10.8,-5.8,-60
10.8,-4.8,-50
10.8,-4,-40
10.8,-3,-30
10.8,-2,-20
10.8,-1,-10
10.8,0,10
10.8,0.2,20
10.8,0.4,30
10.8,0.6,40
10.8,0.8,40
10.8,1,50
10.8,1.2,60
10.8,1.4,70
10.8,1.6,80
10.8,1.8,90
10.8,2,100
11,-5.8,-60
11,-4.8,-50
11,-4,-40
11,-3,-30
11,-2,-20
11,-1,-10
11,0,10
11,0.2,20
11,0.4,30
11,0.6,40
11,0.8,50
11,1,50
11,1.2,60
11,1.4,70
11,1.6,80
11,1.8,90
11,2,100
11.2,-5.8,-60
11.2,-4.8,-50
11.2,-4,-40
11.2,-3,-30
11.2,-2,-20
11.2,-1,-10
11.2,0,10
11.2,0.2,20
11.2,0.4,30
11.2,0.6,40
11.2,0.8,50
11.2,1,60
11.2,1.2,70
11.2,1.4,80
11.2,1.6,90
11.2,1.8,90
11.2,2,100
11.4,-5.8,-60
11.4,-4.8,-50
11.4,-4,-40
11.4,-3,-30
11.4,-2,-20
11.4,-1,-10
11.4,0,10
11.4,0.2,20
11.4,0.4,30
11.4,0.6,40
11.4,0.8,50
11.4,1,60
11.4,1.2,70
11.4,1.4,80
11.4,1.6,90
11.4,1.8,100
11.6,-5.8,-60
11.6,-4.8,-50
11.6,-4,-40
11.6,-3,-30
11.6,-2,-20
11.6,-1,-10
11.6,0,10
11.6,0.2,20
11.6,0.4,30
11.6,0.6,40
11.6,0.8,50
11.6,1,60
11.6,1.2,70
11.6,1.4,80
11.6,1.6,90
11.6,1.8,100
11.8,-5.8,-60
11.8,-4.8,-50
11.8,-4,-40
11.8,-3,-30
11.8,-2,-20
11.8,-1,-10
11.8,0,10
11.8,0.2,20
11.8,0.4,30
11.8,0.6,40
11.8,0.8,50
11.8,1,60
11.8,1.2,70
11.8,1.4,80
11.8,1.6,90
11.8,1.8,100
12,-5.8,-60
12,-4.8,-50
12,-4,-40
12,-3,-30
12,-2,-20
12,-1,-10
12,0,10
12,0.2,20
12,0.4,30
12,0.6,40
12,0.8,50
12,1,60
12,1.2,70
12,1.4,80
12,1.6,90
12,1.8,100
12.2,-5.8,-60
12.2,-4.8,-50
12.2,-4,-40
12.2,-3,-30
12.2,-2,-20
12.2,-1,-10
12.2,0,10
12.2,0.2,20
12.2,0.4,30
12.2,0.6,40
12.2,0.8,50
12.2,1,60
12.2,1.2,70
12.2,1.4,80
12.2,1.6,90
12.2,1.8,100
12.4,-5.8,-60
12.4,-4.8,-50
12.4,-4,-40
12.4,-3,-30
12.4,-2,-20
12.4,-1,-10
12.4,0,10
12.4,0.2,20
12.4,0.4,30
12.4,0.6,40
12.4,0.8,50
12.4,1,60
12.4,1.2,70
12.4,1.4,80
12.4,1.6,100
12.4,1.8,100
12.6,-5.8,-60
12.6,-4.8,-50
12.6,-4,-40
12.6,-3,-30
12.6,-2,-20
12.6,-1,-10
12.6,0,10
12.6,0.2,20
12.6,0.4,30
12.6,0.6,40
12.6,0.8,50
12.6,1,60
12.6,1.2,70
12.6,1.4,80
12.6,1.6,100
12.8,-5.8,-60
12.8,-4.8,-50
12.8,-4,-40
12.8,-3,-30
12.8,-2,-20
12.8,-1,-10
12.8,0,10
12.8,0.2,20
12.8,0.4,30
12.8,0.6,40
12.8,0.8,50
12.8,1,60
12.8,1.2,70
12.8,1.4,90
12.8,1.6,100
13,-5.8,-60
13,-4.8,-50
13,-4,-40
13,-3,-30
13,-2,-20
13,-1,-10
13,0,10
13,0.2,20
13,0.4,30
13,0.6,40
13,0.8,50
13,1,60
13,1.2,80
13,1.4,90
13,1.6,100
13.2,-5.8,-60
13.2,-4.8,-50
13.2,-4,-40
13.2,-3,-30
13.2,-2,-20
13.2,-1,-10
13.2,0,10
13.2,0.2,20
13.2,0.4,30
13.2,0.6,40
13.2,0.8,50
13.2,1,70
13.2,1.2,80
13.2,1.4,90
13.2,1.6,100
13.4,-5.8,-60
13.4,-4.8,-50
13.4,-4,-40
13.4,-3,-30
13.4,-2,-20
13.4,-1,-10
13.4,0,10
13.4,0.2,20
13.4,0.4,30
13.4,0.6,40
13.4,0.8,50
13.4,1,70
13.4,1.2,80
13.4,1.4,90
13.4,1.6,100
13.6,-5.8,-60
13.6,-4.8,-50
13.6,-4,-40
13.6,-3,-30
13.6,-2,-20
13.6,-1,-10
13.6,0,10
13.6,0.2,20
13.6,0.4,30
13.6,0.6,40
13.6,0.8,60
13.6,1,70
13.6,1.2,80
13.6,1.4,90
13.6,1.6,100
13.8,-5.8,-60
13.8,-4.8,-50
13.8,-4,-40
13.8,-3,-30
13.8,-2,-20
13.8,-1,-10
13.8,0,10
13.8,0.2,20
13.8,0.4,30
13.8,0.6,40
13.8,0.8,60
13.8,1,70
13.8,1.2,80
13.8,1.4,90
13.8,1.6,100
14,-5.8,-60
14,-4.8,-50
14,-4,-40
14,-3,-30
14,-2,-20
14,-1,-10
14,0,10
14,0.2,20
14,0.4,30
14,0.6,40
14,0.8,60
14,1,70
14,1.2,80
14,1.4,90
14.2,-5.8,-60
14.2,-4.8,-50
14.2,-4,-40
14.2,-3,-30
14.2,-2,-20
14.2,-1,-10
14.2,0,10
14.2,0.2,20
14.2,0.4,30
14.2,0.6,50
14.2,0.8,60
14.2,1,70
14.2,1.2,80
14.2,1.4,90
14.4,-5.8,-60
14.4,-4.8,-50
14.4,-4,-40
14.4,-3,-30
14.4,-2,-20
14.4,-1,-10
14.4,0,10
14.4,0.2,20
14.4,0.4,30
14.4,0.6,50
14.4,0.8,60
14.4,1,70
14.4,1.2,80
14.4,1.4,100
14.6,-5.8,-60
14.6,-4.8,-50
14.6,-4,-40
14.6,-3,-30
14.6,-2,-20
14.6,-1,-10
14.6,0,10
14.6,0.2,20
14.6,0.4,30
14.6,0.6,50
14.6,0.8,60
14.6,1,70
14.6,1.2,80
14.6,1.4,100
14.8,-5.8,-60
14.8,-4.8,-50
14.8,-4,-40
14.8,-3,-30
14.8,-2,-20
14.8,-1,-10
14.8,0,10
14.8,0.2,20
14.8,0.4,30
14.8,0.6,50
14.8,0.8,60
14.8,1,70
14.8,1.2,90
14.8,1.4,100
15,-5.8,-60
15,-4.8,-50
15,-4,-40
15,-3,-30
15,-2,-20
15,-1,-10
15,0,10
15,0.2,20
15,0.4,30
15,0.6,50
15,0.8,60
15,1,80
15,1.2,90
15,1.4,100
15.2,-5.8,-60
15.2,-4.8,-50
15.2,-4,-40
15.2,-3,-30
15.2,-2,-20
15.2,-1,-10
15.2,0.2,20
15.2,0.4,40
15.2,0.6,50
15.2,0.8,60
15.2,1,80
15.2,1.2,90
15.4,-5.8,-60
15.4,-5,-55
15.4,-4.8,-50
15.4,-4,-40
15.4,-3,-30
15.4,-2,-20
15.4,-1,-10
15.4,0,20
15.4,0.2,30
15.4,0.4,40
15.4,0.6,60
15.4,0.8,70
15.4,1,90
15.6,-5.8,-60
15.6,-5,-50
15.6,-4,-40
15.6,-3,-30
15.6,-2,-20
15.6,-1.2,-15
15.6,-1,-10
15.6,0,20
15.6,0.2,30
15.6,0.4,50
15.6,0.6,70
15.6,0.8,80
15.6,1,100
15.8,-5.8,-60
15.8,-5,-50
15.8,-4,-40
15.8,-3,-30
15.8,-2,-20
15.8,-1.2,-10
15.8,0,30
15.8,0.2,35
15.8,0.4,50
15.8,0.6,80
15.8,0.8,100
16,-4.4,-100
16,-4,-90
16,-3.6,-80
16,-3.2,-70
16,-3,-60
16,-2.6,-50
16,-2.2,-30
16,-2,-20
16,-1.8,-40
16,-1.2,-10
16,-0.8,-20
16,-0.2,-10
16,0,30
16,0.2,40
16,0.4,70
16,0.6,100
