way_point.x,way_point.y,way_point.v,way_point.a
457138.623,4399561.805,7.299563958,2.966213483
457138.123,4399561.805,7.5,3.032897276
457137.623,4399561.805,7.69954812,3.09785194
457137.123,4399561.805,7.898166196,3.161172347
457136.623,4399561.805,8.095821787,3.222946071
457136.123,4399561.805,8.29249049,3.283254057
457135.623,4399561.805,8.488154593,3.342171236
457135.123,4399561.805,8.682801948,3.399767066
457134.623,4399561.805,8.876425035,3.456106027
457134.123,4399561.805,9.069020185,3.511248064
457133.623,4399561.805,9.260586926,3.565248982
457133.123,4399561.805,9.451127441,3.618160809
457132.623,4399561.805,9.640646108,3.67003211
457132.123,4399561.805,9.829149117,3.672755298
457131.623,4399561.805,10.01423235,3.622841451
457131.123,4399561.805,10.19350861,3.573781338
457130.623,4399561.805,10.36732032,3.525544484
457130.123,4399561.805,10.53597697,3.478080442
457129.623,4399561.805,10.69975844,3.431343502
457129.123,4399561.805,10.85891878,3.385292092
457128.623,4399561.805,11.01368945,3.339888265
457128.123,4399561.805,11.164282,3.295097273
457127.623,4399561.805,11.31089039,3.250887197
457127.123,4399561.805,11.45369297,3.207228636
457126.623,4399561.805,11.59285417,3.164094435
457126.123,4399561.805,11.72852593,3.121459448
457125.623,4399561.805,11.86084906,3.079300336
457125.123,4399561.805,11.98995425,3.037595391
457124.623,4399561.805,12.11596311,2.996324374
457124.123,4399561.805,12.23898901,2.955468381
457123.623,4399561.805,12.3591378,2.915009724
457123.123,4399561.805,12.47650854,2.874931817
457122.623,4399561.805,12.59119401,2.835219085
457122.123,4399561.805,12.70328133,2.795856877
457121.623,4399561.805,12.81285235,2.756831392
457121.123,4399561.805,12.91998413,2.718129605
457120.623,4399561.805,13.02474927,2.679739211
457120.123,4399561.805,13.1272163,2.641648568
457119.623,4399561.805,13.22744995,2.603846644
457119.123,4399561.805,13.32551146,2.566322977
457118.623,4399561.805,13.4214588,2.529067629
457118.123,4399561.805,13.51534692,2.49207115
457117.623,4399561.805,13.60722796,2.455324545
457117.123,4399561.805,13.69715142,2.418819243
457116.623,4399561.805,13.78516438,2.382547065
457116.123,4399561.805,13.87131159,2.346500204
457115.623,4399561.805,13.95563568,2.310671195
457115.123,4399561.805,14.03817727,2.275052896
457114.623,4399561.805,14.11897506,2.239638468
457114.123,4399561.805,14.19806603,2.204421357
457113.623,4399561.805,14.27548543,2.169395272
457113.123,4399561.805,14.35126699,2.134554176
457112.623,4399561.805,14.42544292,2.099892266
457112.123,4399561.805,14.49804405,2.06540396
457111.623,4399561.805,14.56909988,2.031083888
457111.123,4399561.805,14.63863865,1.996926876
457110.623,4399561.805,14.70668743,1.962927935
457110.123,4399561.805,14.77327216,1.929082256
457109.623,4399561.805,14.83841771,1.895385193
457109.123,4399561.805,14.90214795,1.861832261
457108.623,4399561.805,14.96448576,1.82841912
457108.123,4399561.805,15.02545313,1.795141577
457107.623,4399561.805,15.08507118,1.761995569
457107.123,4399561.805,15.14336018,1.728977163
457106.623,4399561.805,15.20033961,1.696082545
457106.123,4399561.805,15.25602821,1.663308017
457105.623,4399561.805,15.31044399,1.63064999
457105.123,4399561.805,15.36360425,1.598104979
457104.623,4399561.805,15.41552567,1.565669597
457104.123,4399561.805,15.46622424,1.533340553
457103.623,4399561.805,15.5157154,1.501114642
457103.123,4399561.805,15.56401396,1.468988747
457102.623,4399561.805,15.61113421,1.436959832
457102.123,4399561.805,15.65708987,1.405024936
457101.623,4399561.805,15.70189417,1.373181175
457101.123,4399561.805,15.74555983,1.341425733
457100.623,4399561.805,15.78809909,1.309755862
457100.123,4399561.805,15.82952374,1.278168878
457099.6232,4399561.805,15.86984512,1.246662157
457099.1232,4399561.805,15.90907413,1.215233134
457098.6232,4399561.805,15.94722128,1.1838793
457098.1232,4399561.805,15.98429667,1.152598198
457097.6232,4399561.805,16.02030999,1.121387423
457097.1232,4399561.805,16.0552706,1.090244617
457096.6232,4399561.805,16.08918746,1.059167468
457096.1232,4399561.805,16.1220692,1.028153708
457095.6232,4399561.805,16.1539241,0.997201112
457095.1232,4399561.805,16.18476012,0.966307494
457094.6232,4399561.805,16.21458488,0.935470707
457094.1232,4399561.805,16.24340571,0.904688639
457093.6232,4399561.805,16.27122962,0.873959213
457093.1232,4399561.805,16.29806333,0.843280386
457092.6232,4399561.805,16.32391328,0.812650146
457092.1232,4399561.805,16.34878561,0.782066509
457091.6232,4399561.805,16.37268621,0.751527521
457091.1232,4399561.805,16.39562069,0.721031256
457090.6232,4399561.805,16.41759439,0.690575811
457090.1232,4399561.805,16.43861241,0.66015931
457089.6232,4399561.805,16.4586796,0.629779897
457089.1232,4399561.805,16.47780056,0.599435739
457088.6232,4399561.805,16.49597964,0.569125025
457088.1232,4399561.805,16.51322096,0.53884596
457087.6232,4399561.805,16.52952843,0.50859677
457087.1232,4399561.805,16.5449057,0.478375697
457086.6232,4399561.805,16.55935621,0.448180999
457086.1232,4399561.805,16.57288318,0.418010948
457085.6232,4399561.805,16.58548962,0.38786383
457085.1232,4399561.805,16.59717832,0.357737946
457084.6232,4399561.805,16.60795184,0.327631606
457084.1232,4399561.805,16.61781257,0.297543132
457083.6232,4399561.805,16.62676265,0.267470856
457083.1232,4399561.805,16.63480405,0.237413118
457082.6232,4399561.805,16.64193853,0.207368268
457082.1232,4399561.805,16.64816763,0.177334659
457081.6232,4399561.805,16.6534927,0.147310655
457081.1232,4399561.805,16.65791491,0.117294622
457080.6232,4399561.805,16.66143521,0.087284932
457080.1232,4399561.805,16.66405436,0.057279959
457079.6232,4399561.805,16.66577293,0.02727808
457079.1232,4399561.805,16.6665913,0.002512368
457078.6232,4399561.805,16.66666667,0
457078.1232,4399561.805,16.66666667,0
457077.6232,4399561.805,16.66666667,0
457077.1232,4399561.805,16.66666667,0
457076.6232,4399561.805,16.66666667,0
457076.1232,4399561.805,16.66666667,0
457075.6232,4399561.805,16.66666667,0
457075.1232,4399561.805,16.66666667,0
457074.6232,4399561.805,16.66666667,0
457074.1232,4399561.805,16.66666667,0
457073.6232,4399561.805,16.66666667,0
457073.1232,4399561.805,16.66666667,0
457072.6232,4399561.805,16.66666667,0
457072.1232,4399561.805,16.66666667,0
457071.6232,4399561.805,16.66666667,0
457071.1232,4399561.805,16.66666667,0
457070.6232,4399561.805,16.66666667,0
457070.1232,4399561.805,16.66666667,0
457069.6232,4399561.805,16.66666667,0
457069.1232,4399561.805,16.66666667,0
457068.6232,4399561.805,16.66666667,0
457068.1232,4399561.805,16.66666667,0
457067.6232,4399561.805,16.66666667,0
457067.1232,4399561.805,16.66666667,0
457066.6232,4399561.805,16.66666667,0
457066.1232,4399561.805,16.66666667,0
457065.6232,4399561.805,16.66666667,0
457065.1232,4399561.805,16.66666667,0
457064.6232,4399561.805,16.66666667,0
457064.1232,4399561.805,16.66666667,0
457063.6232,4399561.805,16.66666667,0
457063.1232,4399561.805,16.66666667,0
457062.6232,4399561.805,16.66666667,0
457062.1232,4399561.805,16.66666667,0
457061.6232,4399561.805,16.66666667,0
457061.1232,4399561.805,16.66666667,0
457060.6232,4399561.805,16.66666667,0
457060.1232,4399561.805,16.66666667,0
457059.6232,4399561.805,16.66666667,0
457059.1232,4399561.805,16.66666667,0
457058.6232,4399561.805,16.66666667,0
457058.1232,4399561.805,16.66666667,0
457057.6232,4399561.805,16.66666667,0
457057.1232,4399561.805,16.66666667,0
457056.6232,4399561.805,16.66666667,0
457056.1232,4399561.805,16.66666667,0
457055.6232,4399561.805,16.66666667,0
457055.1232,4399561.805,16.66666667,0
457054.6232,4399561.805,16.66666667,0
457054.1232,4399561.805,16.66666667,0
457053.6232,4399561.805,16.66666667,0
457053.1232,4399561.805,16.66666667,0
457052.6232,4399561.805,16.66666667,0
457052.1232,4399561.805,16.66666667,0
457051.6232,4399561.805,16.66666667,0
457051.1232,4399561.805,16.66666667,0
457050.6232,4399561.805,16.66666667,0
457050.1232,4399561.805,16.66666667,0
457049.6232,4399561.805,16.66666667,0
457049.1232,4399561.805,16.66666667,0
457048.6232,4399561.805,16.66666667,0
457048.1232,4399561.805,16.66666667,0
457047.6232,4399561.805,16.66666667,0
457047.1232,4399561.805,16.66666667,0
457046.6232,4399561.805,16.66666667,0
457046.1232,4399561.805,16.66666667,0
457045.6232,4399561.805,16.66666667,0
457045.1232,4399561.805,16.66666667,0
457044.6232,4399561.805,16.66666667,0
457044.1232,4399561.805,16.66666667,0
457043.6232,4399561.805,16.66666667,0
457043.1232,4399561.805,16.66666667,0
457042.6232,4399561.805,16.66666667,0
457042.1232,4399561.805,16.66666667,0
457041.6232,4399561.805,16.66666667,0
457041.1232,4399561.805,16.66666667,0
457040.6232,4399561.805,16.66666667,0
457040.1232,4399561.805,16.66666667,0
457039.6232,4399561.805,16.66666667,0
457039.1232,4399561.805,16.66666667,0
457038.6232,4399561.805,16.66666667,0
457038.1232,4399561.805,16.66666667,0
457037.6232,4399561.805,16.66666667,0
457037.1232,4399561.805,16.66666667,0
457036.6232,4399561.805,16.66666667,0
457036.1232,4399561.805,16.66666667,0
457035.6232,4399561.805,16.66666667,0
457035.1232,4399561.805,16.66666667,0
457034.6232,4399561.805,16.66666667,0
457034.1232,4399561.805,16.66666667,0
457033.6232,4399561.805,16.66666667,0
457033.1232,4399561.805,16.66666667,0
457032.6232,4399561.805,16.66666667,0
457032.1232,4399561.805,16.66666667,0
457031.6232,4399561.805,16.66666667,0
457031.1232,4399561.805,16.66666667,0
457030.6232,4399561.805,16.66666667,0
457030.1232,4399561.805,16.66666667,0
457029.6232,4399561.805,16.66666667,0
457029.1232,4399561.805,16.66666667,0
457028.6232,4399561.805,16.66666667,0
457028.1232,4399561.805,16.66666667,0
457027.6232,4399561.805,16.66666667,0
457027.1232,4399561.805,16.66666667,0
457026.6232,4399561.805,16.66666667,0
457026.1232,4399561.805,16.66666667,0
457025.6232,4399561.805,16.66666667,0
457025.1232,4399561.805,16.66666667,0
457024.6232,4399561.805,16.66666667,0
457024.1232,4399561.805,16.66666667,0
457023.6232,4399561.805,16.66666667,0
457023.1232,4399561.805,16.66666667,0
457022.6232,4399561.805,16.66666667,0
457022.1232,4399561.805,16.66666667,0
457021.6232,4399561.805,16.66666667,0
457021.1232,4399561.805,16.66666667,0
457020.6232,4399561.805,16.66666667,0
457020.1232,4399561.805,16.66666667,0
457019.6232,4399561.805,16.66666667,0
457019.1232,4399561.805,16.66666667,0
457018.6232,4399561.805,16.66666667,0
457018.1232,4399561.805,16.66666667,0
457017.6232,4399561.805,16.66666667,0
457017.1232,4399561.805,16.66666667,0
457016.6232,4399561.805,16.66666667,0
457016.1232,4399561.805,16.66666667,0
457015.6232,4399561.805,16.66666667,0
457015.1232,4399561.805,16.66666667,0
457014.6232,4399561.805,16.66666667,0
457014.1232,4399561.805,16.66666667,0
457013.6232,4399561.805,16.66666667,0
457013.1232,4399561.805,16.66666667,0
457012.6232,4399561.805,16.66666667,0
457012.1232,4399561.805,16.66666667,0
457011.6232,4399561.805,16.66666667,0
457011.1232,4399561.805,16.66666667,0
457010.6232,4399561.805,16.66666667,0
457010.1232,4399561.805,16.66666667,0
457009.6232,4399561.805,16.66666667,0
457009.1232,4399561.805,16.66666667,0
457008.6232,4399561.805,16.66666667,0
457008.1232,4399561.805,16.66666667,0
457007.6232,4399561.805,16.66666667,0
457007.1232,4399561.805,16.66666667,0
457006.6232,4399561.805,16.66666667,0
457006.1232,4399561.805,16.66666667,0
457005.6232,4399561.805,16.66666667,0
457005.1232,4399561.805,16.66666667,0
457004.6232,4399561.805,16.66666667,0
457004.1232,4399561.805,16.66666667,0
457003.6232,4399561.805,16.66666667,0
457003.1232,4399561.805,16.66666667,0
457002.6232,4399561.805,16.66666667,0
457002.1232,4399561.805,16.66666667,0
457001.6232,4399561.805,16.66666667,0
457001.1232,4399561.805,16.66666667,0
457000.6232,4399561.805,16.66666667,0
457000.1232,4399561.805,16.66666667,0
456999.6232,4399561.805,16.66666667,0
456999.1232,4399561.805,16.66666667,0
456998.6232,4399561.805,16.66666667,0
456998.1232,4399561.805,16.66666667,0
456997.6232,4399561.805,16.66666667,0
456997.1232,4399561.805,16.66666667,0
456996.6232,4399561.805,16.66666667,0
456996.1232,4399561.805,16.66666667,0
456995.6232,4399561.805,16.66666667,0
456995.1232,4399561.805,16.66666667,-0.000102747
456994.6232,4399561.805,16.66666358,-0.017483076
456994.1232,4399561.805,16.66613909,-0.047484296
456993.6232,4399561.805,16.66471446,-0.077488081
456993.1232,4399561.805,16.66238939,-0.107496052
456992.6232,4399561.805,16.65916338,-0.137509836
456992.1232,4399561.805,16.65503574,-0.167531058
456991.6232,4399561.805,16.65000556,-0.19756135
456991.1232,4399561.805,16.64407176,-0.22760235
456990.6232,4399561.805,16.63723304,-0.257655699
456990.1232,4399561.805,16.62948793,-0.287723047
456989.6232,4399561.805,16.62083473,-0.317806049
456989.1232,4399561.805,16.61127155,-0.347906372
456988.6232,4399561.805,16.6007963,-0.37802569
456988.1232,4399561.805,16.58940667,-0.408165688
456987.6232,4399561.805,16.57710017,-0.438328064
456987.1232,4399561.805,16.56387406,-0.468514526
456986.6232,4399561.805,16.54972542,-0.498726797
456986.1232,4399561.805,16.5346511,-0.528966615
456985.6232,4399561.805,16.51864773,-0.559235731
456985.1232,4399561.805,16.50171172,-0.589535916
456984.6232,4399561.805,16.48383925,-0.619868956
456984.1232,4399561.805,16.46502628,-0.650236658
456983.6232,4399561.805,16.44526852,-0.680640848
456983.1232,4399561.805,16.42456146,-0.711083372
456982.6232,4399561.805,16.40290033,-0.741566102
456982.1232,4399561.805,16.38028011,-0.77209093
456981.6232,4399561.805,16.35669555,-0.802659776
456981.1232,4399561.805,16.33214111,-0.833274584
456980.6232,4399561.805,16.30661101,-0.863937328
456980.1232,4399561.805,16.28009919,-0.894650011
456979.6232,4399561.805,16.2525993,-0.925414665
456979.1232,4399561.805,16.22410471,-0.956233356
456978.6232,4399561.805,16.19460852,-0.987108185
456978.1232,4399561.805,16.16410349,-1.018041287
456977.6232,4399561.805,16.13258211,-1.049034834
456977.1232,4399561.805,16.10003652,-1.08009104
456976.6232,4399561.805,16.06645855,-1.111212157
456976.1232,4399561.805,16.03183968,-1.142400484
456975.6232,4399561.805,15.99617107,-1.173658363
456975.1232,4399561.805,15.95944349,-1.204988183
456974.6232,4399561.805,15.92164736,-1.236392383
456974.1232,4399561.805,15.8827727,-1.267873457
456973.6232,4399561.805,15.84280915,-1.299433951
456973.1232,4399561.805,15.80174594,-1.331076468
456972.6232,4399561.805,15.75957186,-1.362803672
456972.1232,4399561.805,15.71627529,-1.394618292
456971.6232,4399561.805,15.67184412,-1.426523118
456971.1232,4399561.805,15.6262658,-1.458521015
456970.6232,4399561.805,15.57952726,-1.490614917
456970.1232,4399561.805,15.53161495,-1.522807835
456969.6232,4399561.805,15.48251477,-1.555102859
456969.1232,4399561.805,15.43221208,-1.587503165
456968.6232,4399561.805,15.38069165,-1.620012015
456968.1232,4399561.805,15.32793766,-1.652632764
456967.6232,4399561.805,15.27393367,-1.685368866
456967.1232,4399561.805,15.21866258,-1.718223874
456966.6232,4399561.805,15.16210662,-1.751201451
456966.1232,4399561.805,15.10424729,-1.784305372
456965.6232,4399561.805,15.04506536,-1.817539529
456965.1232,4399561.805,14.98454081,-1.850907943
456964.6232,4399561.805,14.92265281,-1.884414765
456964.1232,4399561.805,14.85937966,-1.918064284
456963.6232,4399561.805,14.79469878,-1.951860939
456963.1232,4399561.805,14.72858661,-1.98580932
456962.6232,4399561.805,14.66101863,-2.019914183
456962.1232,4399561.805,14.59196925,-2.054180458
456961.6232,4399561.805,14.52141178,-2.088613256
456961.1232,4399561.805,14.44931836,-2.123217882
456960.6232,4399561.805,14.37565992,-2.157999849
456960.1232,4399561.805,14.30040606,-2.192964883
456959.6232,4399561.805,14.22352503,-2.228118947
456959.1232,4399561.805,14.14498362,-2.263468245
456958.6232,4399561.805,14.06474707,-2.299019243
456958.1232,4399561.805,13.98277899,-2.334778687
456957.6232,4399561.805,13.89904125,-2.370753617
456957.1232,4399561.805,13.81349385,-2.406951389
456956.6232,4399561.805,13.72609487,-2.443379697
456956.1232,4399561.805,13.63680023,-2.480046595
456955.6232,4399561.805,13.54556364,-2.516960524
456955.1232,4399561.805,13.45233642,-2.554130338
456954.6232,4399561.805,13.35706731,-2.591565332
456954.1232,4399561.805,13.25970228,-2.629275283
456953.6232,4399561.805,13.16018439,-2.667270477
456953.1232,4399561.805,13.05845348,-2.705561755
456952.6232,4399561.805,12.954446,-2.744160554
456952.1232,4399561.805,12.84809469,-2.783078959
456951.6232,4399561.805,12.73932831,-2.822329751
456951.1232,4399561.805,12.62807131,-2.861926471
456950.6232,4399561.805,12.51424343,-2.901883485
456950.1232,4399561.805,12.39775933,-2.942216058
456949.6232,4399561.805,12.27852812,-2.982940434
456949.1232,4399561.805,12.15645288,-3.024073931
456948.6232,4399561.805,12.03143002,-3.065635044
456948.1232,4399561.805,11.90334871,-3.107643561
456947.6232,4399561.805,11.77209012,-3.150120695
456947.1232,4399561.805,11.63752663,-3.193089233
456946.6232,4399561.805,11.49952085,-3.236573711
456946.1232,4399561.805,11.3579246,-3.280600603
456945.6232,4399561.805,11.21257768,-3.325198549
456945.1232,4399561.805,11.06330646,-3.370398614
456944.6232,4399561.805,10.90992228,-3.416234585
456944.1232,4399561.805,10.75221957,-3.462743318
456943.6232,4399561.805,10.58997364,-3.509965153
456943.1232,4399561.805,10.42293814,-3.557944387
456942.6232,4399561.805,10.25084203,-3.606729847
456942.1232,4399561.805,10.07338593,-3.656375567
456941.6232,4399561.805,9.890237865,-3.706941607
456941.1232,4399561.805,9.701028068,-3.758495035
456940.6232,4399561.805,9.505342653,-3.811111134
456940.1232,4399561.805,9.302715909,-3.864874892
456939.6232,4399561.805,9.092620737,-3.919882844
456939.1232,4399561.805,8.874456696,-3.976245407
456938.6232,4399561.805,8.647534876,-4.034089848
456938.1232,4399561.805,8.411058495,-4.065366392
456937.6232,4399561.805,8.165810452,-4.010148614
456937.1232,4399561.805,7.916448132,-3.946962425
456936.6232,4399561.805,7.663094324,-3.881684386
456936.1232,4399561.805,7.405480479,-3.81413214
456935.6232,4399561.805,7.143304734,-3.744096459
456935.1232,4399561.805,6.876225677,-3.671335477
456934.6232,4399561.805,6.603854498,-3.595567245
456934.1232,4399561.805,6.32574499,-3.516459975
456933.6232,4399561.805,6.041380618,-3.433619044
456933.1232,4399561.805,5.750157526,-3.346569346
456932.6232,4399561.805,5.451361778,-3.254730789
456932.1232,4399561.805,5.144138239,-3.157383418
456931.6232,4399561.805,4.827446923,-3.053616253
456931.1232,4399561.805,4.5,-2.94224957
456930.6232,4399561.805,4.160167646,-2.821711658
456930.1232,4399561.805,3.805831306,-2.689832785
456929.6232,4399561.805,3.434142728,-2.543476734
456929.1232,4399561.805,3.041100998,-2.37782028
456928.6232,4399561.805,2.620741394,-2.184756154
456928.1232,4399561.805,2.163374355,-1.948602208
456927.6232,4399561.805,1.650963624,-1.629685082
456927.1232,4399561.805,1.040041912,-0.721124785
456926.6232,4399561.805,0,0
